dataHora,ordem,linha,latitude,longitude,velocidade
04-06-2014 00:12:30,B58206,,"-22.836651","-43.285511",0
04-06-2014 00:12:32,B44566,,"-22.860991","-43.356289",0
04-06-2014 00:12:32,A37688,,"-22.902691","-43.197361",0
04-06-2014 00:12:33,B11673,,"-22.865837","-43.356804",0
04-06-2014 00:12:33,B19550,SVB665,"-22.810089","-43.342369",0
04-06-2014 00:12:33,B58178,,"-22.837009","-43.285271",0
04-06-2014 00:12:34,D87320,830,"-22.919821","-43.607738",0
04-06-2014 00:12:34,B11689,,"-22.866655","-43.355289",0
04-06-2014 00:12:34,A37545,,"-22.901569","-43.196781",0
04-06-2014 00:12:35,B10509,627,"-22.86842","-43.257179",0
04-06-2014 00:12:35,A37598,,"-22.90251","-43.196072",0
04-06-2014 00:12:35,A41326,128,"-22.874495","-43.242561",0
04-06-2014 00:12:35,A41445,442,"-22.87472","-43.241047",0
04-06-2014 00:12:36,D53918,,"-22.88415","-43.4963",0
04-06-2014 00:12:36,D86275,802,"-22.894604","-43.533611",0
04-06-2014 00:12:36,A72107,,"-22.889791","-43.291748",0
04-06-2014 00:12:37,B82551,,"-22.858625","-43.371372",3.33
04-06-2014 00:12:38,D87741,,"-22.91824","-43.607231",0
04-06-2014 00:12:39,A27532,157,"-22.9203","-43.256222",0
04-06-2014 00:12:40,A41018,126,"-22.875546","-43.241489",0
04-06-2014 00:12:41,D87143,869,"-22.91897","-43.606979",0
04-06-2014 00:12:41,D87221,,"-22.918909","-43.608631",0
04-06-2014 00:12:41,C13060,,"-22.880342","-43.358475",0
04-06-2014 00:12:42,D87213,366,"-22.91684","-43.608231",0
04-06-2014 00:12:43,C39583,747,"-22.962601","-43.39175",0
04-06-2014 00:12:44,D59019,,"-22.895037","-43.473827",0
04-06-2014 00:12:44,B11552,378,"-22.866716","-43.355389",0
04-06-2014 00:12:44,C44668,721,"-22.86047","-43.355701",0
04-06-2014 00:12:45,D87234,,"-22.919291","-43.607738",0
04-06-2014 00:12:45,B10108,924,"-22.814581","-43.187439",0
04-06-2014 00:12:45,B58047,673,"-22.836651","-43.285511",0
04-06-2014 00:12:45,B58121,,"-22.83703","-43.285332",0
04-06-2014 00:12:45,C50034,,"-23.001289","-43.366081",0
04-06-2014 00:12:46,D86322,,"-22.894331","-43.533081",0
04-06-2014 00:12:46,B75604,,"-22.83127","-43.324009",0
04-06-2014 00:12:47,B42576,,"-22.87665","-43.329971",0
04-06-2014 00:12:48,D87797,,"-22.918221","-43.607941",0
04-06-2014 00:12:48,A48051,,"-22.910774","-43.270653",1.3
04-06-2014 00:12:50,B19516,,"-22.81143","-43.342628",0
04-06-2014 00:12:50,B27011,639,"-22.81695","-43.30114",0
04-06-2014 00:12:50,A37644,570,"-22.902439","-43.19738",0
04-06-2014 00:12:51,D58714,739,"-22.87611","-43.420429",0
04-06-2014 00:12:51,B71050,238,"-22.902449","-43.314861",0
04-06-2014 00:12:51,C39579,758,"-22.963091","-43.391998",0
04-06-2014 00:12:52,D87382,,"-22.920561","-43.608429",0
04-06-2014 00:12:52,C21027,314,"-22.895382","-43.248943",0
04-06-2014 00:12:52,C47846,,"-22.952106","-43.350025",0
04-06-2014 00:12:53,C72087,,"-22.923429","-43.249935",0
04-06-2014 00:12:54,A41251,110,"-22.875086","-43.240643",0
04-06-2014 00:12:55,A27594,157,"-22.92082","-43.255829",0
04-06-2014 00:12:55,A29166,461,"-22.868071","-43.291828",0
04-06-2014 00:12:55,A63512,107,"-22.80616","-43.30582",0
04-06-2014 00:12:56,A27654,605,"-22.92103","-43.25584",0
04-06-2014 00:12:57,A71567,,"-22.93047","-43.254265",0
04-06-2014 00:12:58,D86208,884,"-22.895866","-43.533131",0
04-06-2014 00:12:58,C44508,721,"-22.86071","-43.356121",0
04-06-2014 00:12:58,A63538,177,"-22.806009","-43.306141",0
04-06-2014 00:12:58,A71539,,"-22.930338","-43.25428",0
04-06-2014 00:12:59,B58146,,"-22.83709","-43.28524",0
04-06-2014 00:13:00,B27077,639,"-22.81673","-43.301868",0
04-06-2014 00:13:00,A41253,,"-22.874121","-43.241375",0.74
04-06-2014 00:13:01,A72138,,"-22.889351","-43.291649",0
04-06-2014 00:13:02,C44506,712,"-22.860399","-43.355652",0
04-06-2014 00:13:03,B10149,,"-22.81522","-43.187408",0
04-06-2014 00:13:03,B71156,,"-22.90332","-43.313152",0.19
04-06-2014 00:13:04,D58582,,"-22.87623","-43.41972",0
04-06-2014 00:13:04,B32516,,"-22.817101","-43.39394",0
04-06-2014 00:13:04,C47800,348,"-22.952341","-43.349388",0
04-06-2014 00:13:05,B19502,,"-22.811501","-43.342781",0
04-06-2014 00:13:05,B42544,254,"-22.87639","-43.33012",0
04-06-2014 00:13:05,B75524,,"-22.830799","-43.323799",0
04-06-2014 00:13:06,D87352,366,"-22.91905","-43.60788",0
04-06-2014 00:13:06,D90043,,"-22.92004","-43.643181",0
04-06-2014 00:13:07,D87227,,"-22.919291","-43.60746",0
04-06-2014 00:13:08,B31053,498,"-22.804993","-43.309879",0
04-06-2014 00:13:08,B32605,946,"-22.816071","-43.39468",0
04-06-2014 00:13:08,B82552,,"-21.231983","-45.57938",159.09
04-06-2014 00:13:10,B71018,,"-22.902538","-43.314697",0
04-06-2014 00:13:11,B11541,,"-22.866096","-43.357048",0
04-06-2014 00:13:11,A37631,161,"-22.901211","-43.19651",0
04-06-2014 00:13:12,D58747,,"-22.875919","-43.419998",0
04-06-2014 00:13:13,D86316,837,"-22.894772","-43.533791",0
04-06-2014 00:13:13,B60049,384,"-22.81526","-43.386131",0
04-06-2014 00:13:13,C39710,952,"-22.963301","-43.391529",0
04-06-2014 00:13:13,A37745,580,"-22.902069","-43.19735",0
04-06-2014 00:13:13,A72101,,"-22.889814","-43.291683",0
04-06-2014 00:13:14,D58779,,"-22.876499","-43.4198",0
04-06-2014 00:13:14,D81094,,"-22.894571","-43.473991",0
04-06-2014 00:13:14,B44547,638,"-22.860701","-43.35545",0
04-06-2014 00:13:14,C39749,832,"-22.963181","-43.391232",0
04-06-2014 00:13:15,C20087,,"-22.957865","-43.345287",0
04-06-2014 00:13:16,A29106,474,"-22.86795","-43.290409",0
04-06-2014 00:13:17,B63019,334,"-22.792789","-43.294304",1.67
04-06-2014 00:13:17,A27635,433,"-22.919849","-43.256512",0
04-06-2014 00:13:19,D53677,,"-22.883511","-43.496052",0
04-06-2014 00:13:19,D81090,,"-22.895023","-43.4744",0
04-06-2014 00:13:19,C13112,748,"-22.939613","-43.343925",0
04-06-2014 00:13:19,C47516,691,"-23.001446","-43.366482",0
04-06-2014 00:13:20,B27098,SVA905,"-22.81748","-43.30172",0
04-06-2014 00:13:20,A27533,157,"-22.920811","-43.256321",0
04-06-2014 00:13:21,B73063,,"-22.811131","-43.342171",0
04-06-2014 00:13:22,B10561,630,"-22.867979","-43.257038",0
04-06-2014 00:13:22,A41109,,"-22.875423","-43.241081",0
04-06-2014 00:13:22,A50212,608,"-22.929163","-43.253433",0
04-06-2014 00:13:23,D53567,,"-22.88361","-43.496021",0
04-06-2014 00:13:23,D58507,,"-22.875771","-43.419849",0
04-06-2014 00:13:23,B11594,,"-22.86628","-43.357033",0
04-06-2014 00:13:23,C20085,390,"-22.957808","-43.345337",0
04-06-2014 00:13:23,C39678,,"-22.963381","-43.391739",0
04-06-2014 00:13:23,A37654,584,"-22.902731","-43.19611",0
04-06-2014 00:13:23,A72119,,"-22.888863","-43.292805",0
04-06-2014 00:13:24,A27579,439,"-22.92107","-43.25639",0
04-06-2014 00:13:24,A71572,,"-22.930567","-43.254574",0
04-06-2014 00:13:25,D53674,397,"-22.884211","-43.494598",0
04-06-2014 00:13:25,B10524,680,"-22.86824","-43.257301",0
04-06-2014 00:13:25,A41127,463,"-22.874289","-43.241714",0
04-06-2014 00:13:26,B75660,,"-22.830799","-43.323929",0
04-06-2014 00:13:26,C44637,782,"-22.86101","-43.356041",0
04-06-2014 00:13:27,D58636,,"-22.87569","-43.419788",0
04-06-2014 00:13:27,B42533,254,"-22.877001","-43.330299",0
04-06-2014 00:13:27,C41397,315,"-22.858814","-43.245068",0
04-06-2014 00:13:27,A41154,181,"-22.858532","-43.245117",0.19
04-06-2014 00:13:29,D86781,,"-22.893921","-43.532505",2.96
04-06-2014 00:13:29,C41263,318,"-22.858175","-43.245037",0.93
04-06-2014 00:13:30,D87262,804,"-22.91787","-43.607658",0
04-06-2014 00:13:30,C20044,,"-22.957762","-43.345924",0
04-06-2014 00:13:30,A63543,177,"-22.80587","-43.30621",0
04-06-2014 00:13:33,B11558,,"-22.811853","-43.37228",0
04-06-2014 00:13:33,A50066,,"-22.929451","-43.253792",0.74
04-06-2014 00:13:34,B32508,,"-22.81798","-43.39307",0
04-06-2014 00:13:34,C39576,758,"-22.964069","-43.391628",0
04-06-2014 00:13:34,A27605,130,"-22.92115","-43.25602",0
04-06-2014 00:13:34,A50003,608,"-22.929106","-43.253647",0
04-06-2014 00:13:35,D87764,2336,"-22.91798","-43.60762",0
04-06-2014 00:13:35,B42512,,"-22.876301","-43.32962",0
04-06-2014 00:13:35,B71089,247,"-22.902645","-43.314259",0
04-06-2014 00:13:35,B82669,,"-22.858725","-43.37093",0
04-06-2014 00:13:35,A72183,,"-22.889454","-43.292416",0
04-06-2014 00:13:37,D87048,,"-22.91931","-43.60714",0
04-06-2014 00:13:37,C27116,,"-22.8169","-43.301128",0
04-06-2014 00:13:38,B10562,630,"-22.868191","-43.257252",0
04-06-2014 00:13:38,B63003,920,"-22.792351","-43.294353",0
04-06-2014 00:13:38,C87456,360,"-22.91872","-43.607319",0
04-06-2014 00:13:38,A41100,463,"-22.8752","-43.241959",0
04-06-2014 00:13:39,D58727,,"-22.876141","-43.420341",0
04-06-2014 00:13:39,B71116,,"-22.902754","-43.314812",0
04-06-2014 00:13:39,A50097,226,"-22.929325","-43.253384",0
04-06-2014 00:13:39,A50183,226,"-22.929249","-43.253498",0
04-06-2014 00:13:40,D86721,2338,"-22.893787","-43.532089",0
04-06-2014 00:13:40,B28545,,"-22.81579","-43.188049",0
04-06-2014 00:13:40,C44644,782,"-22.86038","-43.355541",0
04-06-2014 00:13:40,A41033,463,"-22.875513","-43.242043",0
04-06-2014 00:13:41,D86203,837,"-22.894987","-43.533634",0
04-06-2014 00:13:41,D87286,840,"-22.919371","-43.607269",0
04-06-2014 00:13:42,D53675,,"-22.884069","-43.49567",0
04-06-2014 00:13:43,B71154,247,"-22.903158","-43.313133",0
04-06-2014 00:13:43,C13209,,"-22.8808","-43.358513",0
04-06-2014 00:13:44,D53561,,"-22.884081","-43.495811",0
04-06-2014 00:13:44,C13057,,"-22.880527","-43.35849",0
04-06-2014 00:13:45,A27589,432,"-22.921101","-43.25642",0
04-06-2014 00:13:46,D86738,2334,"-22.895016","-43.532104",0
04-06-2014 00:13:46,A72097,,"-22.889107","-43.292301",0
04-06-2014 00:13:47,B10083,SV901,"-22.815001","-43.187191",0
04-06-2014 00:13:47,B19577,,"-22.809601","-43.342491",0
04-06-2014 00:13:47,B82547,,"-22.842712","-43.254395",0.74
04-06-2014 00:13:47,C82675,,"-22.85973","-43.370899",0
04-06-2014 00:13:47,A50084,220,"-22.929342","-43.253807",0
04-06-2014 00:13:47,A71610,,"-22.929605","-43.255047",0
04-06-2014 00:13:48,A48042,,"-22.910889","-43.270069",0
04-06-2014 00:13:49,B27095,639,"-22.81749","-43.30201",0
04-06-2014 00:13:49,A48039,,"-22.910616","-43.270573",0.37
04-06-2014 00:13:50,B42627,,"-22.87624","-43.329609",0
04-06-2014 00:13:51,B28508,696,"-22.81588","-43.188381",0
04-06-2014 00:13:51,A72160,,"-22.88925","-43.291977",0
04-06-2014 00:13:52,C50170,301,"-22.960852","-43.395588",0
04-06-2014 00:13:54,B44660,638,"-22.86108","-43.35635",0
04-06-2014 00:13:54,C42623,667,"-22.87533","-43.340069",0
04-06-2014 00:13:54,A37657,,"-22.901649","-43.196098",0
04-06-2014 00:13:54,A63526,177,"-22.806061","-43.306091",0
04-06-2014 00:13:55,B32559,,"-22.816959","-43.39399",0
04-06-2014 00:13:55,A41289,,"-22.858541","-43.245281",0
04-06-2014 00:13:56,B31028,497,"-22.804289","-43.30957",0
04-06-2014 00:13:57,B44617,638,"-22.860649","-43.355869",0
04-06-2014 00:13:57,C27010,SV774,"-22.81753","-43.30183",0
04-06-2014 00:13:58,B63089,,"-22.792315","-43.294304",1.48
04-06-2014 00:14:00,B10406,,"-22.815081","-43.187389",0
04-06-2014 00:14:00,A72163,010,"-22.889229","-43.292675",0
04-06-2014 00:14:01,D53513,,"-22.884069","-43.49453",0
04-06-2014 00:14:01,B42590,277,"-22.87656","-43.330421",0
04-06-2014 00:14:01,C39505,763,"-22.963591","-43.391399",0
04-06-2014 00:14:01,C87343,,"-22.91852","-43.6078",0
04-06-2014 00:14:01,A27546,432,"-22.92086","-43.25597",0
04-06-2014 00:14:02,C39604,760,"-22.96349","-43.391949",0
04-06-2014 00:14:02,A27551,158,"-22.920219","-43.25605",0
04-06-2014 00:14:03,D58669,,"-22.87644","-43.420139",0
04-06-2014 00:14:03,D86771,,"-22.893917","-43.532406",0
04-06-2014 00:14:03,B42515,,"-22.87641","-43.330379",0
04-06-2014 00:14:04,B51611,,"-22.876532","-43.367966",0
04-06-2014 00:14:04,C27015,940,"-22.816879","-43.301571",0
04-06-2014 00:14:04,A72023,,"-22.889261","-43.292107",0
04-06-2014 00:14:05,A41069,170,"-22.874695","-43.242043",0
04-06-2014 00:14:06,D53581,393,"-22.883711","-43.494621",0
04-06-2014 00:14:06,D87102,898,"-22.918091","-43.608299",0
04-06-2014 00:14:07,B82524,,"-22.858866","-43.371258",0.19
04-06-2014 00:14:08,C87182,382,"-22.918421","-43.607738",0
04-06-2014 00:14:08,A27603,438,"-22.921061","-43.256081",0
04-06-2014 00:14:08,A48113,,"-22.910656","-43.269287",0
04-06-2014 00:14:09,D87880,2336,"-22.91769","-43.60743",0
04-06-2014 00:14:09,A37535,162,"-22.901489","-43.19672",0
04-06-2014 00:14:09,A50093,226,"-22.929089","-43.253239",0
04-06-2014 00:14:10,D86258,837,"-22.894304","-43.533066",0
04-06-2014 00:14:10,A41200,130,"-22.85741","-43.244759",0
04-06-2014 00:14:11,B58183,,"-22.8361","-43.28587",0
04-06-2014 00:14:11,B73125,685,"-22.80946","-43.34304",0
04-06-2014 00:14:11,C30122,,"-22.95014","-43.347797",0
04-06-2014 00:14:11,A41006,190,"-22.874561","-43.242153",0
04-06-2014 00:14:12,A37609,119,"-22.90202","-43.197029",0
04-06-2014 00:14:14,B11637,,"-22.811596","-43.37215",0.74
04-06-2014 00:14:15,B10502,627,"-22.868311","-43.25716",0
04-06-2014 00:14:15,B58096,,"-22.83672","-43.285358",0
04-06-2014 00:14:15,A72032,,"-22.924496","-43.252522",0.37
04-06-2014 00:14:16,D86177,853,"-22.893232","-43.53194",0
04-06-2014 00:14:16,B19548,665,"-22.80961","-43.342739",0
04-06-2014 00:14:16,B63080,335,"-22.792395","-43.294468",0.37
04-06-2014 00:14:16,A41304,,"-22.87459","-43.242641",0
04-06-2014 00:14:17,D53651,397,"-22.88382","-43.49593",0
04-06-2014 00:14:18,B10138,924,"-22.81455","-43.187511",0
04-06-2014 00:14:18,B82626,,"-22.858366","-43.371353",0
04-06-2014 00:14:18,A48014,,"-22.937963","-43.171158",77.6
04-06-2014 00:14:19,D86296,853,"-22.893217","-43.532005",0
04-06-2014 00:14:19,B58062,,"-22.83728","-43.284931",0
04-06-2014 00:14:19,A29132,,"-22.86845","-43.291019",0
04-06-2014 00:14:20,D81095,,"-22.895113","-43.474453",0
04-06-2014 00:14:20,B10188,,"-22.81488","-43.187809",0
04-06-2014 00:14:20,B42613,650,"-22.87635","-43.32946",0
04-06-2014 00:14:20,C13145,748,"-22.987612","-43.32864",56
04-06-2014 00:14:20,A27587,433,"-22.92082","-43.25631",0
04-06-2014 00:14:21,A41179,443,"-22.874928","-43.242317",0
04-06-2014 00:14:21,A72158,,"-22.88929","-43.291698",0
04-06-2014 00:14:22,D87047,898,"-22.91881","-43.607651",0
04-06-2014 00:14:22,B10140,328,"-22.81526","-43.186779",0
04-06-2014 00:14:22,B32541,779,"-22.816219","-43.394531",0
04-06-2014 00:14:22,C44527,721,"-22.860291","-43.356392",0
04-06-2014 00:14:23,D59053,,"-22.896082","-43.474659",0
04-06-2014 00:14:23,D86279,852,"-22.894711","-43.531567",0
04-06-2014 00:14:23,C39623,952,"-22.963579","-43.39212",0
04-06-2014 00:14:23,A27577,439,"-22.921209","-43.256069",0
04-06-2014 00:14:23,A48123,,"-22.91044","-43.269955",0
04-06-2014 00:14:24,B11727,,"-22.811121","-43.372997",0
04-06-2014 00:14:24,B71026,247,"-22.90313","-43.313087",0
04-06-2014 00:14:24,A71624,,"-22.929859","-43.253891",0.19
04-06-2014 00:14:25,B60539,2302,"-22.815599","-43.386761",0
04-06-2014 00:14:26,C20147,,"-22.958092","-43.345875",0
04-06-2014 00:14:26,A29176,,"-22.86834","-43.29229",0
04-06-2014 00:14:27,B73091,SVA685,"-22.809481","-43.343349",0
04-06-2014 00:14:27,A72185,,"-22.889576","-43.292316",0
04-06-2014 00:14:28,B10016,915,"-22.814779","-43.187469",0
04-06-2014 00:14:28,C27035,,"-22.81716","-43.302029",0
04-06-2014 00:14:28,A41832,,"-22.870333","-43.249332",0.19
04-06-2014 00:14:29,D87754,,"-22.919411","-43.60828",0
04-06-2014 00:14:29,B27085,905,"-22.8169","-43.301498",0
04-06-2014 00:14:30,D86713,,"-22.893791","-43.532162",0
04-06-2014 00:14:30,B82572,,"-22.857504","-43.370914",0
04-06-2014 00:14:30,A50008,536,"-22.960335","-43.395473",0
04-06-2014 00:14:31,D87063,,"-22.917021","-43.607761",0
04-06-2014 00:14:31,B44523,638,"-22.86071","-43.355492",0
04-06-2014 00:14:31,B58114,,"-22.837351","-43.284859",0
04-06-2014 00:14:31,C47736,,"-22.952822","-43.350266",0
04-06-2014 00:14:31,A29067,472,"-22.86788","-43.291641",0
04-06-2014 00:14:32,B28511,324,"-22.815241","-43.188599",0
04-06-2014 00:14:32,B60514,,"-22.81559","-43.386631",0
04-06-2014 00:14:32,A27608,438,"-22.92005","-43.256569",0
04-06-2014 00:14:32,A48036,,"-22.91044","-43.270653",0
04-06-2014 00:14:33,D58509,801,"-22.87582","-43.419231",0
04-06-2014 00:14:33,D86047,802,"-22.894575","-43.533871",0
04-06-2014 00:14:33,A41442,127,"-22.874081","-43.241863",0.19
04-06-2014 00:14:33,A71576,,"-22.93038","-43.254116",0.19
04-06-2014 00:14:34,D86776,,"-22.894331","-43.532494",0
04-06-2014 00:14:34,C87081,382,"-22.9186","-43.607651",0
04-06-2014 00:14:35,B10117,901,"-22.814671","-43.187481",0
04-06-2014 00:14:35,B42620,,"-22.876419","-43.32943",0
04-06-2014 00:14:35,B71110,239,"-22.903105","-43.313183",0.37
04-06-2014 00:14:35,C39555,760,"-22.96328","-43.39159",0
04-06-2014 00:14:36,B71022,,"-22.902483","-43.314842",0
04-06-2014 00:14:37,C20242,818,"-23.019928","-43.483074",0
04-06-2014 00:14:38,D87748,,"-22.916651","-43.607269",0
04-06-2014 00:14:38,B71086,,"-22.902515","-43.314697",0
04-06-2014 00:14:38,C20203,,"-22.957218","-43.346241",0
04-06-2014 00:14:38,A29185,474,"-22.868259","-43.292549",0
04-06-2014 00:14:38,A41352,126,"-22.874784","-43.241993",0
04-06-2014 00:14:39,B75556,,"-22.831141","-43.32362",0
04-06-2014 00:14:40,B10014,323,"-22.81426","-43.187481",0
04-06-2014 00:14:40,B31109,486,"-22.804293","-43.31089",0
04-06-2014 00:14:40,B32806,,"-22.817381","-43.393791",0
04-06-2014 00:14:40,B42550,650,"-22.8766","-43.329899",0
04-06-2014 00:14:42,B71030,238,"-22.902914","-43.314404",0
04-06-2014 00:14:42,A41009,,"-22.85848","-43.244972",0
04-06-2014 00:14:43,D60185,,"-22.815399","-43.386971",0
04-06-2014 00:14:43,B82611,,"-22.857311","-43.370949",0.37
04-06-2014 00:14:44,B44641,676,"-22.86055","-43.355728",0
04-06-2014 00:14:45,C72068,,"-22.889143","-43.293327",0.19
04-06-2014 00:14:45,A41339,123,"-22.874899","-43.242302",0
04-06-2014 00:14:45,A48159,,"-22.910595","-43.269451",0
04-06-2014 00:14:46,B27080,,"-22.817579","-43.301659",0
04-06-2014 00:14:49,A29139,130,"-22.868429","-43.292011",0
04-06-2014 00:14:49,A37752,133,"-22.90111","-43.19656",0
04-06-2014 00:14:49,A41360,132,"-22.875065","-43.242367",0
04-06-2014 00:14:50,B60032,386,"-22.81539","-43.386181",0
04-06-2014 00:14:50,B63023,335,"-22.792591","-43.294498",0
04-06-2014 00:14:50,A29006,,"-22.868839","-43.292419",0
04-06-2014 00:14:51,D86768,,"-22.89382","-43.532436",0
04-06-2014 00:14:51,B32506,,"-22.816839","-43.394169",0
04-06-2014 00:14:51,C47853,,"-22.952173","-43.349819",0
04-06-2014 00:14:51,A71532,409,"-22.930628","-43.254459",0.19
04-06-2014 00:14:52,B32581,,"-22.81687","-43.394081",0
04-06-2014 00:14:52,C41415,309,"-22.858625","-43.244873",0
04-06-2014 00:14:52,A41121,110,"-22.873894","-43.241879",0
04-06-2014 00:14:53,B60092,261,"-22.815359","-43.38633",0
04-06-2014 00:14:53,A55052,464,"-22.914921","-43.25103",0
04-06-2014 00:14:54,C20254,,"-22.957172","-43.346325",0
04-06-2014 00:14:54,A71579,,"-22.929802","-43.254673",0
04-06-2014 00:14:55,B27068,639,"-22.816879","-43.301331",0
04-06-2014 00:14:55,B71152,,"-22.902674","-43.315022",0
04-06-2014 00:14:56,B60071,261,"-22.81496","-43.386108",0
04-06-2014 00:14:56,B71037,238,"-22.903088","-43.313377",0
04-06-2014 00:14:57,B32672,2305,"-22.81608","-43.394749",0
04-06-2014 00:14:57,B42577,,"-22.87631","-43.330448",0
04-06-2014 00:14:57,C30130,,"-22.950466","-43.348129",0
04-06-2014 00:14:57,A41443,442,"-22.87561","-43.241405",0
04-06-2014 00:14:58,A41233,,"-22.876026","-43.241554",0.19
04-06-2014 00:14:59,D53574,,"-22.8836","-43.496288",0
04-06-2014 00:14:59,D86148,851,"-22.894861","-43.533268",0
04-06-2014 00:14:59,B11519,,"-22.866743","-43.355583",0
04-06-2014 00:14:59,C39606,762,"-22.963261","-43.391251",0
04-06-2014 00:15:01,D58717,,"-22.876221","-43.419418",0
04-06-2014 00:15:01,D87883,2336,"-22.918119","-43.60762",0
04-06-2014 00:15:02,A41157,173,"-22.873848","-43.241978",0.37
04-06-2014 00:15:03,C47857,332,"-22.951794","-43.348942",0
04-06-2014 00:15:03,A71602,,"-22.929483","-43.254883",0
04-06-2014 00:15:04,A41052,463,"-22.875532","-43.241764",0
04-06-2014 00:15:06,B11539,,"-22.866232","-43.356968",0
04-06-2014 00:15:07,C87458,382,"-22.91909","-43.60746",0
04-06-2014 00:15:08,D87020,,"-22.91708","-43.608189",0
04-06-2014 00:15:08,D87495,,"-22.917839","-43.60696",0
04-06-2014 00:15:08,D87727,,"-22.917721","-43.607319",0
04-06-2014 00:15:08,B42621,456,"-22.8764","-43.3302",0
04-06-2014 00:15:08,C47958,,"-22.952913","-43.348278",0
04-06-2014 00:15:09,D87248,,"-22.62821","-43.24287",0
04-06-2014 00:15:09,A48062,,"-22.910551","-43.269646",0
04-06-2014 00:15:12,B10004,924,"-22.815201","-43.187309",0
04-06-2014 00:15:12,B10544,,"-22.868429","-43.257278",0
04-06-2014 00:15:12,C82677,,"-22.859392","-43.371059",0
04-06-2014 00:15:12,A27604,438,"-22.919861","-43.256538",0
04-06-2014 00:15:12,A41174,110,"-22.874846","-43.242287",0
04-06-2014 00:15:13,D86243,852,"-22.893404","-43.532047",0
04-06-2014 00:15:14,D87440,821,"-22.9198","-43.60799",0
04-06-2014 00:15:14,A29083,461,"-22.86784","-43.290852",0
04-06-2014 00:15:15,C87476,,"-22.91852","-43.607922",0
04-06-2014 00:15:16,D87340,822,"-22.919649","-43.607632",0
04-06-2014 00:15:16,B31132,404,"-22.804914","-43.310009",0
04-06-2014 00:15:16,B71134,,"-22.90238","-43.314648",0
04-06-2014 00:15:17,B58090,,"-22.83704","-43.285141",0
04-06-2014 00:15:17,B58704,,"-22.876459","-43.419521",0
04-06-2014 00:15:17,A29034,461,"-22.86857","-43.29118",0
04-06-2014 00:15:18,D81058,,"-22.895796","-43.47443",0
04-06-2014 00:15:18,A48059,,"-22.910694","-43.270069",0
04-06-2014 00:15:19,D58755,794,"-22.87639","-43.4202",0
04-06-2014 00:15:19,B42665,,"-22.87636","-43.329689",0
04-06-2014 00:15:19,B71054,238,"-22.902599","-43.314827",0
04-06-2014 00:15:19,A37670,512,"-22.90155","-43.196468",0
04-06-2014 00:15:20,B10516,627,"-22.868219","-43.25721",0
04-06-2014 00:15:20,A29010,474,"-22.86865","-43.29253",0
04-06-2014 00:15:21,A27559,432,"-22.92098","-43.25642",0
04-06-2014 00:15:22,B42594,,"-22.87641","-43.329868",0
04-06-2014 00:15:22,C20018,,"-22.957384","-43.345562",0
04-06-2014 00:15:22,C82566,363,"-22.859119","-43.370785",0
04-06-2014 00:15:22,A29095,461,"-22.86772","-43.290619",0
04-06-2014 00:15:22,A41002,460,"-22.873823","-43.241993",0
04-06-2014 00:15:23,C41049,318,"-22.858582","-43.245262",0
04-06-2014 00:15:23,C87809,,"-22.91643","-43.607288",0
04-06-2014 00:15:24,D53680,,"-22.88386","-43.496201",0
04-06-2014 00:15:24,B11607,,"-22.866621","-43.355209",0
04-06-2014 00:15:24,C27115,,"-22.81743","-43.30143",0
04-06-2014 00:15:24,A48149,,"-22.910566","-43.269432",0
04-06-2014 00:15:25,A37565,161,"-22.90251","-43.19717",0
04-06-2014 00:15:26,D86382,884,"-22.895988","-43.533169",0
04-06-2014 00:15:26,B27066,951,"-22.81716","-43.301628",0
04-06-2014 00:15:26,C44629,,"-22.86067","-43.355789",0
04-06-2014 00:15:26,A41207,181,"-22.858919","-43.244938",0
04-06-2014 00:15:27,D87872,,"-22.917351","-43.60743",0
04-06-2014 00:15:27,B58031,,"-22.8372","-43.285679",0
04-06-2014 00:15:27,A63532,107,"-22.806379","-43.30595",0
04-06-2014 00:15:27,A72114,,"-22.889437","-43.292446",0.19
04-06-2014 00:15:28,D86333,835,"-22.894157","-43.53331",0
04-06-2014 00:15:29,D87218,,"-22.919621","-43.608459",0
04-06-2014 00:15:29,D87272,,"-22.916639","-43.60825",0
04-06-2014 00:15:29,B60099,,"-22.815001","-43.386879",0
04-06-2014 00:15:29,C44522,721,"-22.860609","-43.356121",0
04-06-2014 00:15:30,D81007,,"-22.922262","-43.51442",2.04
04-06-2014 00:15:30,A37632,,"-22.901621","-43.196548",0
04-06-2014 00:15:30,A37641,569,"-22.90156","-43.196609",0
04-06-2014 00:15:31,D87314,,"-22.918859","-43.608421",0
04-06-2014 00:15:32,A50185,,"-22.96093","-43.395523",0
04-06-2014 00:15:33,B73116,629,"-22.809771","-43.342579",0
04-06-2014 00:15:33,A27586,432,"-22.920771","-43.256351",0
04-06-2014 00:15:33,A48111,,"-22.84281","-43.254051",0
04-06-2014 00:15:35,A27565,438,"-22.92087","-43.255989",0
04-06-2014 00:15:36,B11670,378,"-22.866121","-43.356186",0
04-06-2014 00:15:37,B73058,350,"-22.810699","-43.342171",0
04-06-2014 00:15:38,D59135,,"-22.894588","-43.473618",0
04-06-2014 00:15:38,D87282,,"-22.91931","-43.608009",0
04-06-2014 00:15:38,D87463,,"-22.91894","-43.607578",0
04-06-2014 00:15:38,D87707,,"-22.91748","-43.607288",0
04-06-2014 00:15:38,D87731,,"-22.916771","-43.607578",0
